,name,titles,gross_max,gross_min,gross_mean,rating_max,rating_min,rating_mean
2136,Kevin Yagher,Hellraiser: Bloodline,9336886.0,9336886.0,9336886.0,51.0,51.0,51.0
2137,Robert Lieberman,"Fire in the Sky, All I Want for Christmas, D3: The Mighty Ducks",22955097.0,14812144.0,19217597.666666668,65.0,55.0,59.666666666666664
2138,Marcus Adams,Deep Fear,134959.0,134959.0,134959.0,38.0,38.0,38.0
2139,Jared Hess,"Nacho Libre, Minecraft, Masterminds, Napoleon Dynamite",99255460.0,29674699.0,58356348.666666664,70.0,58.0,62.333333333333336
2140,Babak Najafi,London Has Fallen,205754447.0,205754447.0,205754447.0,59.0,59.0,59.0
2141,Edward James Olmos,American Me,13086430.0,13086430.0,13086430.0,71.0,71.0,71.0
2142,Daniel Petrie Jr.,"Toy Soldiers, Christmas at Rosemont",15073942.0,15073942.0,15073942.0,66.0,66.0,66.0
2143,Brian O'Donnell,Akron,,,,66.0,66.0,66.0
2144,Susan Seidelman,"Desperately Seeking Susan, She-Devil",27399107.0,15351421.0,21375264.0,61.0,57.0,59.0
2145,Benjamin Millepied,Carmen,383996.0,383996.0,383996.0,59.0,59.0,59.0
2146,Jordan Vogt-Roberts,"Kong: Skull Island, The Kings of Summer, Metal Gear Solid",568652812.0,1501595.0,285077203.5,71.0,67.0,69.0
2147,Mike Brett,Next Goal Wins,43089.0,43089.0,43089.0,78.0,78.0,78.0
2148,Laura Poitras,All the Beauty and the Bloodshed,1483975.0,1483975.0,1483975.0,75.0,75.0,75.0
2149,Rob Hedden,Friday the 13th Part VIII: Jason Takes Manhattan,14343976.0,14343976.0,14343976.0,45.0,45.0,45.0
2150,Marc Turtletaub,Jules,1969134.0,1969134.0,1969134.0,68.0,68.0,68.0
2151,Lin Oeding,Braven,854319.0,854319.0,854319.0,59.0,59.0,59.0
2152,Tim Hunter,River's Edge,4600000.0,4600000.0,4600000.0,69.0,69.0,69.0
2153,Gabriela Cowperthwaite,"Our Friend, I.S.S., Megan Leavey, Blackfish",14510490.0,795506.0,5869804.333333333,81.0,71.0,74.0
2154,Zach Helm,Mr. Magorium's Wonder Emporium,69474661.0,69474661.0,69474661.0,62.0,62.0,62.0
2155,Levan Gabriadze,Unfriended,62882090.0,62882090.0,62882090.0,56.0,56.0,56.0
2156,Gadi Harel,Deadgirl,,,,55.0,55.0,55.0
2157,Levan Bakhia,247°F,,,,48.0,48.0,48.0
2158,F. Gary Gray,"Straight Outta Compton, Friday, Law Abiding Citizen, The Italian Job, The Fate of the Furious, The Negotiator, Lift, Set It Off, Be Cool, Men in Black: International, A Man Apart",1236005118.0,28215918.0,225001431.6,78.0,56.0,67.4
2159,Craig Mazin,Superhero Movie,71571300.0,71571300.0,71571300.0,46.0,46.0,46.0
2160,Bo Zenga,Stan Helsing,1475003.0,1475003.0,1475003.0,36.0,36.0,36.0
2161,Bernardo Bertolucci,"Last Tango in Paris, 1900, Stealing Beauty, The Last Emperor, The Dreamers, The Conformist, Luna",43993869.0,692.0,18298464.0,79.0,64.0,71.71428571428571
2162,Tinto Brass,"Caligula, Monamour, Cheeky, Fallo!, Paprika, Frivolous Lola, The Voyeur, Capriccio, All Ladies Do It, Miranda, Madam Kitty, The Key",282540.0,282540.0,282540.0,55.0,47.0,52.083333333333336
2163,Burt Kennedy,Support Your Local Sheriff!,,,,75.0,75.0,75.0
2164,Peter Ramsey,"Rise of the Guardians, Spider-Man: Into the Spider-Verse",384298736.0,306941670.0,345620203.0,84.0,72.0,78.0
2165,Thurop Van Orman,The Angry Birds Movie 2,147792047.0,147792047.0,147792047.0,64.0,64.0,64.0
2166,Rachael Dyer,Pay or Die,,,,74.0,74.0,74.0
2167,Carrie Cracknell,Persuasion,,,,58.0,58.0,58.0
2168,Pierre Leduc,The Super Mario Bros. Movie,1361976691.0,1361976691.0,1361976691.0,71.0,71.0,71.0
2169,Julian Fellowes,From Time to Time,159640.0,159640.0,159640.0,67.0,67.0,67.0
2170,Whit Stillman,"The Last Days of Disco, Love & Friendship",21401949.0,3020601.0,12211275.0,67.0,64.0,65.5
2171,Peter Cornwell,The Haunting in Connecticut,77578320.0,77578320.0,77578320.0,58.0,58.0,58.0
2172,George Tillman Jr.,"Big George Foreman, The Longest Ride, Men of Honor, The Hate U Give, Faster, Soul Food, Notorious",82343495.0,6031202.0,44285928.71428572,75.0,64.0,69.14285714285714
2173,Alex Garland,"Annihilation, Men, Ex Machina",43070915.0,11152071.0,30539205.0,77.0,61.0,68.66666666666667
2174,Colin Strause,"Aliens vs. Predator: Requiem, Skyline",130290885.0,66984887.0,98637886.0,46.0,45.0,45.5
2175,Douglas McGrath,"Emma, Nicholas Nickleby",22231658.0,3651462.0,12941560.0,71.0,66.0,68.5
2176,Alma Har'el,Honey Boy,3400977.0,3400977.0,3400977.0,72.0,72.0,72.0
2177,Andrew Jay Cohen,The House,34284504.0,34284504.0,34284504.0,56.0,56.0,56.0
2178,Kyle Mooney,Y2K,,,,,,
2179,Jonah Hill,Mid90s,9303022.0,9303022.0,9303022.0,73.0,73.0,73.0
2180,Robert Lorenz,"In the Land of Saints and Sinners, Trouble with the Curve, The Marksman",48963137.0,30846.0,24023564.666666668,68.0,57.0,62.333333333333336
2181,Michael Matthews,Love and Monsters,1070714.0,1070714.0,1070714.0,69.0,69.0,69.0
2182,Kevin Jarre,Tombstone,56505065.0,56505065.0,56505065.0,78.0,78.0,78.0
2183,Jae-Hoon Choi,The Killer,519837.0,519837.0,519837.0,66.0,66.0,66.0
2184,Andrey Konchalovskiy,"Runaway Train, Tango & Cash",63408614.0,7683620.0,35546117.0,72.0,64.0,68.0
2185,John Trengove,Manodrome,,,,48.0,48.0,48.0
2186,Wendy Wilkins,Death on the Border,,,,37.0,37.0,37.0
2187,Robert Wiene,The Cabinet of Dr. Caligari,8811.0,8811.0,8811.0,80.0,80.0,80.0
2188,Debbie Isitt,"Christmas on Mistletoe Farm, Nativity!",8496009.0,8496009.0,8496009.0,64.0,45.0,54.5
2189,Wim Wenders,"Perfect Days, Paris, Texas, Wings of Desire, Anselm",3477084.0,4029.0,1587076.25,81.0,72.0,78.0
2190,Chris Stokes,Til Death Do Us Part,3599068.0,3599068.0,3599068.0,47.0,47.0,47.0
2191,Iris K. Shim,Umma,2232593.0,2232593.0,2232593.0,47.0,47.0,47.0
2192,Richard Hughes,The Enforcer,1264605.0,1264605.0,1264605.0,53.0,53.0,53.0
2193,Danielle Arbid,Simple Passion,314687.0,314687.0,314687.0,55.0,55.0,55.0
2194,Warren Brock,Angry Neighbors,5823.0,5823.0,5823.0,42.0,42.0,42.0
2195,Elissa Down,Feel the Beat,207678.0,207678.0,207678.0,63.0,63.0,63.0
2196,Delphine Lehericey,Puppylove,824.0,824.0,824.0,57.0,57.0,57.0
2197,Louis Mandylor,3 Days in Malay,,,,32.0,32.0,32.0
2198,John Hyams,"Sick, Alone",642502.0,642502.0,642502.0,62.0,60.0,61.0
2199,Cary Solomon,Nefarious,5492320.0,5492320.0,5492320.0,64.0,64.0,64.0
2200,Jeff Beesley,The Hammer,,,,68.0,68.0,68.0
2201,Anthony Squire,Russian Roulette,,,,56.0,56.0,56.0
2202,Ridley Scott,"Napoleon, Gladiator, Prometheus, Exodus: Gods and Kings, The Duellists, Thelma & Louise, Hannibal, Gladiator 2, Alien: Covenant, Kingdom of Heaven, All the Money in the World, Body of Lies, Alien, The Last Duel, Someone to Watch Over Me, Matchstick Men, G.I. Jane, Blade Runner, A Good Year, Black Rain, White Squall, 1492: Conquest of Paradise, House of Gucci, The Martian, Black Hawk Down, The Counselor, American Gangster, Legend, Robin Hood",630620818.0,7191399.0,163706522.25925925,85.0,54.0,69.89285714285714
2203,James Signorelli,"Elvira: Mistress of the Dark, Police Academy 2: Their First Assignment, Easy Money",55600000.0,5596267.0,30168677.666666668,66.0,58.0,62.0
2204,Matt Johnson,BlackBerry,1975597.0,1975597.0,1975597.0,74.0,74.0,74.0
2205,Götz Spielmann,Antares,64910.0,64910.0,64910.0,61.0,61.0,61.0
2206,Etan Cohen,"Get Hard, Holmes & Watson",111811453.0,40466970.0,76139211.5,60.0,39.0,49.5
2207,Ethan Coen,"Raising Arizona, True Grit, Drive-Away Dolls, O Brother, Where Art Thou?, Fargo, The Big Lebowski, Burn After Reading, No Country for Old Men, Inside Llewyn Davis, Blood Simple, Hail, Caesar!, Miller's Crossing, A Serious Man, The Hudsucker Proxy, Barton Fink, The Ballad of Buster Scruggs, The Ladykillers, Intolerable Cruelty",252276927.0,2816518.0,71274329.4375,82.0,62.0,73.29411764705883
2208,Jerry Paris,"Police Academy 2: Their First Assignment, Police Academy 3: Back in Training",55600000.0,43579163.0,49589581.5,58.0,54.0,56.0
2209,Robert Tinnell,Feast of the Seven Fishes,,,,68.0,68.0,68.0
2210,Reinaldo Marcus Green,"Bob Marley: One Love, King Richard, Joe Bell",39429285.0,1736318.0,20582801.5,75.0,62.0,68.5
2211,Michael Brandt,The Double,4729855.0,4729855.0,4729855.0,59.0,59.0,59.0
2212,Cru Ennis,Deliver Us,4883.0,4883.0,4883.0,47.0,47.0,47.0
2213,Eiichi Yamamoto,Belladonna of Sadness,,,,73.0,73.0,73.0
2214,Kenneth Dagatan,In My Mother's Skin,,,,53.0,53.0,53.0
2215,Rob Thomas,Veronica Mars,3485383.0,3485383.0,3485383.0,67.0,67.0,67.0
2216,George Nolfi,"The Adjustment Bureau, The Banker",127869379.0,1700000.0,64784689.5,73.0,70.0,71.5
2217,Gene Stupnitsky,"No Hard Feelings, Good Boys",111173598.0,87246866.0,99210232.0,67.0,64.0,65.5
2218,Rich Moore,"Wreck-It Ralph, Ralph Breaks the Internet, Zootopia",1025521689.0,471222889.0,675356180.0,80.0,70.0,75.66666666666667
2219,Bertrand Tavernier,In the Electric Mist,7999896.0,7999896.0,7999896.0,61.0,61.0,61.0
2220,Charles Chaplin,"The Great Dictator, Modern Times, City Lights, The Kid",970263.0,41960.0,381565.0,85.0,82.0,84.0
2221,Andrew Fleming,"The Craft, Barefoot, Dick",24819936.0,15071.0,10365961.666666666,65.0,62.0,63.666666666666664
2222,Gilles Mimouni,The Apartment,,,,73.0,73.0,73.0
2223,Trent Haaga,68 Kill,522.0,522.0,522.0,60.0,60.0,60.0
2224,Harold Ramis,"Year One, Bedazzled, National Lampoon's Vacation, Groundhog Day, Analyze This, Caddyshack, Multiplicity",176885658.0,21075014.0,74735297.71428572,80.0,49.0,66.14285714285714
2225,Regina King,One Night in Miami...,,,,71.0,71.0,71.0
2226,Jon Watts,"Spider-Man: Far from Home, Spider-Man: No Way Home, Wolfs, Clown, Spider-Man: Homecoming",1921847111.0,4381603.0,984580908.5,82.0,57.0,71.75
2227,Federico D'Alessandro,Tau,,,,58.0,58.0,58.0
2228,Ron Howard,"How the Grinch Stole Christmas, Solo: A Star Wars Story, Rush, Inferno, Backdraft, Cocoon, The Da Vinci Code, Willow, Apollo 13, Cinderella Man, In the Heart of the Sea, Angels & Demons, Thirteen Lives, Parenthood, Splash, Eden, Hillbilly Elegy, Night Shift, Far and Away, The Missing, Ransom, A Beautiful Mind, Gung Ho, Frost/Nixon",760006945.0,21095638.0,201829754.47619048,82.0,62.0,69.73913043478261
2229,Jonathan Liebesman,"Teenage Mutant Ninja Turtles, Wrath of the Titans, The Texas Chainsaw Massacre: The Beginning, Battle Los Angeles, Darkness Falls",485004754.0,47488536.0,219609426.6,58.0,50.0,56.0
2230,Charles Marquis Warren,Trooper Hook,,,,66.0,66.0,66.0
2231,Michal Gazda,Forgotten Love,,,,75.0,75.0,75.0
2232,Benjamin Cleary,Swan Song,,,,68.0,68.0,68.0
2233,Joe Ranft,Cars,461991867.0,461991867.0,461991867.0,72.0,72.0,72.0
2234,Jaromil Jires,Valerie and Her Week of Wonders,,,,71.0,71.0,71.0
2235,Ben Foster,Time Trap,,,,62.0,62.0,62.0
2236,Chris Noonan,Babe,254134910.0,254134910.0,254134910.0,69.0,69.0,69.0
2237,Aleksander Bach,Hitman: Agent 47,82347656.0,82347656.0,82347656.0,57.0,57.0,57.0
2238,Jennifer Lynch,"Chained, Boxing Helena",1796389.0,77839.0,937114.0,64.0,47.0,55.5
2239,Kobi Libii,The American Society of Magical Negroes,,,,,,
2240,Rosalind Ross,Father Stu,21798260.0,21798260.0,21798260.0,65.0,65.0,65.0
2241,Nicol Paone,"The Kill Room, Friendsgiving",793099.0,122039.0,457569.0,54.0,45.0,49.5
2242,Dan O'Bannon,The Return of the Living Dead,14238661.0,14238661.0,14238661.0,73.0,73.0,73.0
2243,Peter Yates,"The Deep, Bullitt, Krull, Breaking Away, The Hot Rock, Suspect",47346365.0,511422.0,19996344.4,77.0,61.0,68.0
2244,Greg Berlanti,"Love, Simon, Life as We Know It, Project Artemis",105734416.0,66719009.0,86226712.5,75.0,65.0,70.0
2245,Phil Roman,Tom and Jerry: The Movie,3560469.0,3560469.0,3560469.0,54.0,54.0,54.0
2246,Manton Harding,The Epidemic,,,,65.0,65.0,65.0
2247,Sara Sugarman,Confessions of a Teenage Drama Queen,33251890.0,33251890.0,33251890.0,47.0,47.0,47.0
2248,Zu Quirke,Nocturne,,,,57.0,57.0,57.0
2249,Damien Power,No Exit,,,,61.0,61.0,61.0
2250,Ted Kotcheff,"Weekend at Bernie's, First Blood, North Dallas Forty, Wake in Fright",125212904.0,218229.0,45432208.0,77.0,64.0,71.5
2251,Kevin Bray,Walking Tall,57223890.0,57223890.0,57223890.0,63.0,63.0,63.0
2252,Colin Trevorrow,"Jurassic World, Safety Not Guaranteed, The Book of Henry, Jurassic World Dominion",1671537444.0,4424699.0,670634232.0,69.0,56.0,65.0
2253,Sergio Corbucci,"Django, The Great Silence",60500.0,25916.0,43208.0,77.0,72.0,74.5
2254,Russell S. Doughten Jr.,The Blob,,,,63.0,63.0,63.0
2255,Matt Ruskin,Boston Strangler,,,,65.0,65.0,65.0
2256,Denzel Washington,"Fences, Antwone Fisher, The Great Debaters",64414761.0,23367586.0,39351301.0,75.0,72.0,73.33333333333333
2257,Giuseppe Tornatore,"Cinema Paradiso, The Best Offer, Malena, The Legend of 1900",21061339.0,13019063.0,17373347.25,85.0,74.0,79.25
2258,Jeremiah S. Chechik,"National Lampoon's Christmas Vacation, Benny & Joon, The Avengers",74534399.0,23261580.0,40393639.333333336,75.0,38.0,61.333333333333336
2259,Richard Murphy,The Wackiest Ship in the Army,1236.0,1236.0,1236.0,63.0,63.0,63.0
2260,Matthew Michael Carnahan,Mosul,,,,71.0,71.0,71.0
2261,Richard Glatzer,Still Alice,44779195.0,44779195.0,44779195.0,75.0,75.0,75.0
2262,Aku Louhimies,"The Wait, The Unknown Soldier",15717199.0,15717199.0,15717199.0,77.0,56.0,66.5
2263,Michael Caton-Jones,"This Boy's Life, Rob Roy, The Jackal, Basic Instinct 2, Doc Hollywood, Scandal, Memphis Belle",159330280.0,4104962.0,46390626.71428572,73.0,44.0,63.714285714285715
2264,Paul Hoen,Zombies 3,,,,54.0,54.0,54.0
2265,Tania Vincent,Scarygirl,940848.0,940848.0,940848.0,53.0,53.0,53.0
2266,Joaquim Dos Santos,"Spider-Man: Across the Spider-Verse, Spider-Man: Beyond the Spider-Verse",690516673.0,690516673.0,690516673.0,87.0,87.0,87.0
2267,Chris Radtke,After Death,11460826.0,11460826.0,11460826.0,61.0,61.0,61.0
2268,Hadas Ben Aroya,All Eyes Off Me,1356.0,1356.0,1356.0,58.0,58.0,58.0
2269,Roland Joffé,"The Mission, Fat Man and Little Boy, The Killing Fields, The Scarlet Letter",34700291.0,3563162.0,16537089.75,78.0,53.0,67.5
2270,Mike Figgis,"Leaving Las Vegas, Internal Affairs, Cold Creek Manor",32029928.0,27734391.0,29627917.666666668,75.0,50.0,63.333333333333336
2271,Jason Cabell,Running with the Devil,111218.0,111218.0,111218.0,54.0,54.0,54.0
2272,Géla Babluani,13,3701600.0,3701600.0,3701600.0,60.0,60.0,60.0
2273,Tim Burton,"Alice in Wonderland, Edward Scissorhands, Sleepy Hollow, Mars Attacks!, Batman Returns, Big Fish, Sweeney Todd: The Demon Barber of Fleet Street, Pee-wee's Big Adventure, Corpse Bride, Miss Peregrine's Home for Peculiar Children, Dark Shadows, Charlie and the Chocolate Factory, Ed Wood, Planet of the Apes, Beetlejuice, Big Eyes, Dumbo, Beetlejuice 2, Frankenweenie, Batman",1025468216.0,5887725.0,234733677.31578946,80.0,57.0,70.05263157894737
2274,Rebecca Miller,"She Came to Me, The Ballad of Jack and Rose",952885.0,916051.0,934468.0,65.0,60.0,62.5
2275,Rahi Anil Barve,Tumbbad,1691980.0,1691980.0,1691980.0,82.0,82.0,82.0
2276,David M. Rosenthal,"How It Ends, No Limit",,,,58.0,50.0,54.0
2277,Mathieu Kassovitz,"La haine, Babylon A.D., Gothika, The Crimson Rivers",141591324.0,412914.0,68554279.5,81.0,55.0,65.75
2278,Chandler Levack,I Like Movies,950.0,950.0,950.0,68.0,68.0,68.0
2279,Christian Gudegast,"Den of Thieves, Den of Thieves 2: Pantera",80509622.0,80509622.0,80509622.0,70.0,70.0,70.0
2280,Fred Manocherian,A Secret Promise,39493.0,39493.0,39493.0,52.0,52.0,52.0
2281,Christian Rivers,Mortal Engines,83869818.0,83869818.0,83869818.0,61.0,61.0,61.0
2282,Kay Cannon,"Cinderella, Blockers",94019120.0,42494.0,47030807.0,62.0,44.0,53.0
2283,Aatish Kapadia,Khichdi 2,27989.0,27989.0,27989.0,59.0,59.0,59.0
2284,Michael Engler,Downton Abbey,194694725.0,194694725.0,194694725.0,74.0,74.0,74.0
2285,Óskar Thór Axelsson,Operation Napoleon,468257.0,468257.0,468257.0,61.0,61.0,61.0
2286,Dave Franco,"Somebody I Used to Know, The Rental",4311042.0,4311042.0,4311042.0,57.0,57.0,57.0
2287,Sameer Vidwans,Satyaprem Ki Katha,3846238.0,3846238.0,3846238.0,72.0,72.0,72.0
2288,Nicholas Maggio,Mob Land,171.0,171.0,171.0,52.0,52.0,52.0
2289,Renny Harlin,"Die Hard 2, The Misfits, The Covenant, The Long Kiss Goodnight, Cliffhanger, Deep Blue Sea, The Strangers: Chapter 1, Cutthroat Island, Driven, A Nightmare on Elm Street 4: The Dream Master, The Bricklayer, Exorcist: The Beginning, Devil's Pass, Mindhunters, The Legend of Hercules, Deep Water",255000211.0,1565302.0,82168312.6923077,71.0,42.0,56.23076923076923
2290,Paul Fisher,The Lego Ninjago Movie,123764177.0,123764177.0,123764177.0,60.0,60.0,60.0
2291,Tony Cervone,Scoob!,28588425.0,28588425.0,28588425.0,56.0,56.0,56.0
2292,Meredith Bragg,Pinball: The Man Who Saved the Game,,,,70.0,70.0,70.0
2293,Rupert Goold,"True Story, Judy",45987812.0,5261595.0,25624703.5,68.0,63.0,65.5
2294,Scott Frank,A Walk Among the Tombstones,58834384.0,58834384.0,58834384.0,65.0,65.0,65.0
2295,Denis Villeneuve,"Dune, Incendies, Enemy, Dune: Part Two, Blade Runner 2049, Prisoners, Sicario, Arrival, Polytechnique, Rendezvous with Rama",402027830.0,3468224.0,155784491.85714287,83.0,69.0,77.625
2296,Bobcat Goldthwait,World's Greatest Dad,221805.0,221805.0,221805.0,69.0,69.0,69.0
2297,Mstyslav Chernov,20 Days in Mariupol,20555.0,20555.0,20555.0,87.0,87.0,87.0
2298,Brendan Faulkner,Spookies,17785.0,17785.0,17785.0,49.0,49.0,49.0
2299,Sonal Joshi,Sukhee,15182.0,15182.0,15182.0,69.0,69.0,69.0
2300,Luv Ranjan,Tu Jhoothi Main Makkaar,4035915.0,4035915.0,4035915.0,60.0,60.0,60.0
2301,Vincenzo Natali,"Cube, Splice, In the Tall Grass",27127620.0,565727.0,13846673.5,71.0,55.0,61.333333333333336
2302,Stephen Verona,The Lords of Flatbush,,,,56.0,56.0,56.0
2303,Mel Ferrer,"Macao, Green Mansions",3530.0,3530.0,3530.0,66.0,53.0,59.5
2304,Stefano Sollima,"Sicario: Day of the Soldado, Suburra, Without Remorse",75837743.0,5217330.0,40527536.5,74.0,58.0,67.66666666666667
2305,Norman Z. McLeod,"Lady Be Good, The Canterville Ghost",,,,69.0,64.0,66.5
2306,Ron Oliver,Hotel for the Holidays,,,,52.0,52.0,52.0
2307,Ken Wiederhorn,Return of the Living Dead II,9205924.0,9205924.0,9205924.0,57.0,57.0,57.0
2308,John Requa,"Focus, Crazy, Stupid, Love., I Love You Phillip Morris, Whiskey Tango Foxtrot",159162963.0,20768906.0,87495898.0,74.0,66.0,68.0
2309,John Pasquin,"The Santa Clause, Jungle 2 Jungle, Miss Congeniality 2: Armed & Fabulous",190539357.0,59927618.0,117286848.0,65.0,51.0,56.0
2310,Jason Friedberg,"The Starving Games, Superfast!, Epic Movie, Meet the Spartans, Disaster Movie, Vampires Suck, Date Movie",87238158.0,2075731.0,54318787.71428572,41.0,19.0,29.428571428571427
2311,George Sluizer,"The Vanishing, The Vanishing",14543394.0,14543394.0,14543394.0,77.0,63.0,70.0
2312,Alejandra Márquez Abella,A Million Miles Away,,,,73.0,73.0,73.0
2313,Jeremy White,Summer Snow,,,,61.0,61.0,61.0
2314,Andrey Zvyagintsev,"Leviathan, Loveless, The Return",8482993.0,3928358.0,5616944.0,79.0,76.0,77.0
2315,John G. Avildsen,"Rocky V, The Karate Kid Part II, The Karate Kid Part III, Rocky, The Karate Kid, Lean on Me",119946358.0,31906454.0,85713830.83333333,81.0,53.0,65.83333333333333
2316,Lina Plioplyte,Periodical,,,,82.0,82.0,82.0
2317,Yuval Adler,"Sympathy for the Devil, The Secrets We Keep",615233.0,237270.0,426251.5,59.0,55.0,57.0
2318,Bobby Farrelly,"Dumb and Dumber, Shallow Hal, There's Something About Mary, Me, Myself & Irene, Kingpin, The Three Stooges, The Heartbreak Kid, Hall Pass, Osmosis Jones, Fever Pitch, Champions, Stuck on You",369884651.0,14026418.0,112607668.58333333,73.0,51.0,63.166666666666664
2319,Remi Weekes,His House,,,,65.0,65.0,65.0
2320,Francis Annan,Escape from Pretoria,2431995.0,2431995.0,2431995.0,68.0,68.0,68.0
2321,Abby Kohn,I Feel Pretty,94539426.0,94539426.0,94539426.0,56.0,56.0,56.0
2322,Steve Oedekerk,"Ace Ventura: When Nature Calls, Barnyard, Kung Pow: Enter the Fist, Nothing to Lose",212385533.0,16994625.0,97653819.25,67.0,56.0,62.25
2323,Darius Marder,Sound of Metal,516520.0,516520.0,516520.0,77.0,77.0,77.0
2324,Jennifer Kluska,Hotel Transylvania 4: Transformania,,,,60.0,60.0,60.0
2325,Bill Pohlad,"Love & Mercy, Dreamin' Wild",28641776.0,296290.0,14469033.0,74.0,65.0,69.5
2326,Mohamed Kordofani,Goodbye Julia,64549.0,64549.0,64549.0,79.0,79.0,79.0
2327,Conrad Vernon,"Sausage Party, Shrek 2, Monsters vs. Aliens, The Addams Family, Madagascar 3: Europe's Most Wanted, The Addams Family 2",928760770.0,119815153.0,420351095.3333333,73.0,54.0,63.0
2328,Oliver Hermanus,Living,12208598.0,12208598.0,12208598.0,72.0,72.0,72.0
2329,Dominic Cooke,The Courier,26001227.0,26001227.0,26001227.0,72.0,72.0,72.0
2330,Hiroshi Harada,Midori,,,,64.0,64.0,64.0
2331,Jeanne Herry,All Your Faces,9056053.0,9056053.0,9056053.0,77.0,77.0,77.0
2332,Jonathan Mostow,"U-571, Terminator 3: Rise of the Machines, Breakdown, Surrogates",433371112.0,50159144.0,183410360.75,70.0,63.0,65.5
2333,Perry Andelin Blake,The Master of Disguise,43411001.0,43411001.0,43411001.0,33.0,33.0,33.0
2334,Juan José Campanella,The Secret in Their Eyes,35079650.0,35079650.0,35079650.0,82.0,82.0,82.0
2335,Kirsten Sheridan,August Rush,66122026.0,66122026.0,66122026.0,74.0,74.0,74.0
2336,Amole Gupte,Like Stars on Earth,21897373.0,21897373.0,21897373.0,83.0,83.0,83.0
2337,Wash Westmoreland,"Colette, Still Alice",44779195.0,14273033.0,29526114.0,75.0,67.0,71.0
2338,Jordan Downey,"ThanksKilling, ThanksKilling 3",,,,42.0,28.0,35.0
2339,Eva Longoria,Flamin' Hot,,,,69.0,69.0,69.0
2340,Maggie Levin,V/H/S/99,,,,51.0,51.0,51.0
2341,Morgan S. Dalibert,AKA,,,,66.0,66.0,66.0
2342,Drew Barrymore,Whip It,16691303.0,16691303.0,16691303.0,69.0,69.0,69.0
2343,Joaquín Llamas,See You on Venus,170930.0,170930.0,170930.0,59.0,59.0,59.0
2344,Kazuya Tsurumaki,"Neon Genesis Evangelion: The End of Evangelion, Evangelion: 3.0+1.01 Thrice Upon a Time",93827519.0,42214.0,46934866.5,81.0,80.0,80.5
